text,clean_text,sentiment_label
"@dinaaja757 Kalo pernah baca buku peter lynch, pasti inget sama quote ""This is investing, where the smart money isn’t so smart, and the dumb money isn’t really as dumb as it thinks. Dumb money is only dumb when it listens to the smart money""  Saya emang gapernah ketemu bandar langsung seperti koko ini, tapi  saya rasa quote peter lynch ini ada benarnya, termasuk di Indonesia. Kalo kita ngeliat return-return investasi ""bandar"" gede, seperti manajer investasi reksadana, asuransi unit link, jiwasraya asabri dll, bisa kita liat sendiri returnnya gak banyak, dan beberapa malah dibawah IHSG  Sedangkan LKH, yang cara investasinya dengan value investing, simple, bisa dipelajari, beli saham tidak pakai akun nominee, justru gainnya ratusan persen  Tapi yaudahlah, cara investasi (fundamentalis/teknikalis/bandarmologi) punya fans nya masing-masing, gak akan bisa diperdebatkan mana yang paling benar",kalo pernah baca buku peter lynch pasti inget sama quote this is investing where the smart money isn t so smart and the dumb money isn t really as dumb as it thinks dumb money is only dumb when it listens to the smart money saya emang gapernah ketemu bandar langsung seperti koko ini tapi saya rasa quote peter lynch ini ada benarnya termasuk di indonesia kalo kita ngeliat return return investasi bandar gede seperti manajer investasi reksadana asuransi unit link jiwasraya asabri dll bisa kita liat sendiri returnnya gak banyak dan beberapa malah dibawah ihsg sedangkan lkh yang cara investasinya dengan value investing simple bisa dipelajari beli saham tidak pakai akun nominee justru gainnya ratusan persen tapi yaudahlah cara investasi fundamentalis teknikalis bandarmologi punya fans nya masing masing gak akan bisa diperdebatkan mana yang paling benar,Positive
Yg bisa mementahkan pendapat bhw investasi/trading saham bukanlah zero sum game adalah deviden. Tapi faktanya setelah ex date deviden malah harga saham umumnya turun kena dividend trap. Jadi faktanya investasi ataupun trading saham adalah zero sum game. Maka tetaplah berhati-hati.,yg bisa mementahkan pendapat bhw investasi trading saham bukanlah zero sum game adalah deviden tapi faktanya setelah ex date deviden malah harga saham umumnya turun kena dividend trap jadi faktanya investasi ataupun trading saham adalah zero sum game maka tetaplah berhati hati,Positive
"@semuapenuh deviden trap dan penurunan harga cuma sementara. Selama growth laba saham masih bagus, harga akan balik atau malah justru naik. Banyak contohnya, hexa, palm, mpmx dsb dulu (2020-2021) dimaki2 investor karena deviden trap, tapi silahkan lihat harganya sekarang",deviden trap dan penurunan harga cuma sementara selama growth laba saham masih bagus harga akan balik atau malah justru naik banyak contohnya hexa palm mpmx dsb dulu 2020 2021 dimaki2 investor karena deviden trap tapi silahkan lihat harganya sekarang,Negative
bukan cuma di pasar modal seisi dunia ini tdk adil. yg menang adalah yg punya power.,bukan cuma di pasar modal seisi dunia ini tdk adil yg menang adalah yg punya power,Negative
Yg abng jelaskan itu untuk trading saham kan? Tapi klau investor saham jangka panjang yg menggunakan analisis fundamental kan gk termasuk?,yg abng jelaskan itu untuk trading saham kan tapi klau investor saham jangka panjang yg menggunakan analisis fundamental kan gk termasuk,Negative
KEREN KO SANGAT INFORMATIF!!!,keren ko sangat informatif,Positive
"Mantap ko, thx",mantap ko thx,Positive
Lalu ..bang Bitcoin gimana?,lalu bang bitcoin gimana,Negative
Cash Is The King,cash is the king,Positive
aku kira hal semacam  ini cuman ada di pasar berjangka. ternyata saham juga sama aja..,aku kira hal semacam ini cuman ada di pasar berjangka ternyata saham juga sama aja,Negative
sprti bolpin yg diguyur emitennya🤣🤣🤣nyangkut gede,sprti bolpin yg diguyur emitennyanyangkut gede,Neutral
"Gw nyangkut di Saham Property yang pernah ARA sampai 7x lebih. Tapi setelah itu saham nya ""tidur"" sampai 6 bulan. Padahal laporan keuangan nya bagus..",gw nyangkut di saham property yang pernah ara sampai 7x lebih tapi setelah itu saham nya tidur sampai 6 bulan padahal laporan keuangan nya bagus,Negative
Kbag kah?,kbag kah,Negative
"Wow informasi yg sangat berharga, thank you for giving it for free.",wow informasi yg sangat berharga thank you for giving it for free,Positive
"Wah thank you, Ilmu mahal ini, ditunggu next content Tim!",wah thank you ilmu mahal ini ditunggu next content tim,Positive
SQMI,sqmi,Negative
NETV,netv,Positive
NTBK,ntbk,Positive
Nano,nano,Positive
DNAR,dnar,Positive
RBMS,rbms,Neutral
KUAS,kuas,Negative
TOPS,tops,Positive
Enzo,enzo,Negative
JPFA,jpfa,Positive
JSKY,jsky,Positive
Gpso,gpso,Positive
Miti,miti,Positive
Byk insider trader tapi OJK diem aja. OJK lagi tidur kali yaa...,byk insider trader tapi ojk diem aja ojk lagi tidur kali yaa,Negative
Smdm,smdm,Negative
Buka,buka,Positive
Bsbk,bsbk,Negative
Boss,boss,Negative
Jawa,jawa,Neutral
SWAT,swat,Negative
"100% bener, caranya menguatkan kita sbg retail di akhir video itu luar biasa bro. GBU",100 bener caranya menguatkan kita sbg retail di akhir video itu luar biasa bro gbu,Positive
Bandar dari bri kira kira pemerintah ngk😃?,bandar dari bri kira kira pemerintah ngk,Neutral
part 2 nya tolong bos TR.. seru nih..,part 2 nya tolong bos tr seru nih,Positive
Gw sebagai kaum rimba sangat prihatin dg otak gw😀,gw sebagai kaum rimba sangat prihatin dg otak gw,Negative
Keren banget koh,keren banget koh,Positive
Nice ko..,nice ko,Positive
hehe gw ikutin u dari masi kutang tu wkwkkw...... sejujurnya ngantuk. tp  aku harus tau.....dan belajar...dari semua sisi..,hehe gw ikutin u dari masi kutang tu wkwkkw sejujurnya ngantuk tp aku harus tau dan belajar dari semua sisi,Positive
RAMEEINNN.. BIAR KOH RONALD BIKIN PART 2 NYA...!!!!!!💥💥💥,rameein biar koh ronald bikin part 2 nya,Neutral
"Bro, u don't have FBI outside ur house? lol",bro u don t have fbi outside ur house lol,Neutral
Trs gmn solusinya agar bisa cuan konsisten?,trs gmn solusinya agar bisa cuan konsisten,Negative
Informasi di video ini bener-bener transparan.,informasi di video ini bener bener transparan,Positive
ini konten daging?? bukan!! ini konten sayur.. jauh lebih sehat daripada daging🔥,ini konten daging bukan ini konten sayur jauh lebih sehat daripada daging,Negative
"Setiap bidang pasti punya sisi gelap... bahkan makan gorengan aja ada sisi gelap, klo kebanyakan lama2 kolesterol.... 😂",setiap bidang pasti punya sisi gelap bahkan makan gorengan aja ada sisi gelap klo kebanyakan lama2 kolesterol,Negative
Btul Amati money flow,btul amati money flow,Neutral
Mau bikin kek gini lagi dong. Bagus Banget. Kek Beneran Buka Mata. Makasih banyak Ko 💪🤝👍,mau bikin kek gini lagi dong bagus banget kek beneran buka mata makasih banyak ko,Positive
1 pemikiran,1 pemikiran,Positive
Jadi pake analisa apaa dong 🤣,jadi pake analisa apaa dong,Neutral
Foreign flow yg agak fair. Karena data pembelian nya lebih terbuka,foreign flow yg agak fair karena data pembelian nya lebih terbuka,Positive
kalo kalian mau sukses di dunia saham ya kalian harus ada jadi bagian dari mereka,kalo kalian mau sukses di dunia saham ya kalian harus ada jadi bagian dari mereka,Positive
Budaya negri+62,budaya negri 62,Positive
"Enakan nabung saham bang GK pusing"" yg pting saham yg kita beli oke 😁😁😁",enakan nabung saham bang gk pusing yg pting saham yg kita beli oke,Positive
Tolong untuk terus update konten informatif seperti ini koh.. Pusing gue dengan saham,tolong untuk terus update konten informatif seperti ini koh pusing gue dengan saham,Negative
keren🎉,keren,Positive
Gmna buja akun waktu smp?,gmna buja akun waktu smp,Neutral
Sisi gelap bandar jatohin goto,sisi gelap bandar jatohin goto,Neutral
Nope,nope,Positive
jangan pake bandar2 lah.  besok pake aja kata2 market maker 😡,jangan pake bandar2 lah besok pake aja kata2 market maker,Negative
"Ngeboom bgt, jarang ada orang yg mau ngebocorin yg begini",ngeboom bgt jarang ada orang yg mau ngebocorin yg begini,Negative
Please terus update berita saham seperti ini. Biar Kita para investor pemula bisa lebih berhati hati dari permainan busuk para Bandar di dunia saham. Kasian para investors2 pemula yang sering jadi korban saham gorengan yang tidak Segala itu.,please terus update berita saham seperti ini biar kita para investor pemula bisa lebih berhati hati dari permainan busuk para bandar di dunia saham kasian para investors2 pemula yang sering jadi korban saham gorengan yang tidak segala itu,Negative
"Ko mau nanya nih, lagi keperluan buat skripsi. Cari nanya tanggal pengumuman corporate action dimana ya? Kalo di idx kan ada tanggal aksinya aja. Terima kasih",ko mau nanya nih lagi keperluan buat skripsi cari nanya tanggal pengumuman corporate action dimana ya kalo di idx kan ada tanggal aksinya aja terima kasih,Neutral
Kalo itu sih cuma orang dalam aja yg tau,kalo itu sih cuma orang dalam aja yg tau,Negative
@izumi354 maksudnya corporate action yang sudah dilaksanakan bukan yg akan datang,maksudnya corporate action yang sudah dilaksanakan bukan yg akan datang,Negative
Setuju bangett... Akhirnya ada yg ngUP. BANDAR akan selalu menang.. Retail hanya tempat BANDAR buang barang.. Bnyk bandar posting keuntungan ratusan  juta dan hampir milyaran.. Disisi lain ada retail yg rugi ratusan dan hampir milyaran secara bersama2..,setuju bangett akhirnya ada yg ngup bandar akan selalu menang retail hanya tempat bandar buang barang bnyk bandar posting keuntungan ratusan juta dan hampir milyaran disisi lain ada retail yg rugi ratusan dan hampir milyaran secara bersama2,Negative
Bandar mah gak akan posting,bandar mah gak akan posting,Negative
Akhirnya memberanikan diri pak bos👏👏,akhirnya memberanikan diri pak bos,Neutral
Masih ada percya sama orang kayak beginiiian..model2 orang kayak beginian sudah banyak dan tinggal menunggu waktu aja.,masih ada percya sama orang kayak beginian model2 orang kayak beginian sudah banyak dan tinggal menunggu waktu aja,Negative
"bikin next part dari video pembahasan seperti ini please. sangat bisa membuka pikiran para retail dan mungkin untuk orang-orang yang tidak terjun langsung ke dunia saham, tapi bisa melakukan judging ini itu.",bikin next part dari video pembahasan seperti ini please sangat bisa membuka pikiran para retail dan mungkin untuk orang orang yang tidak terjun langsung ke dunia saham tapi bisa melakukan judging ini itu,Positive
Inilah yang sangat jarang sekali dibahas.. wkwkwkw mantap bosqu,inilah yang sangat jarang sekali dibahas wkwkwkw mantap bosqu,Positive
"Terimakasih ilmunya🙏 Selama saya trading & invest di IHSG,  saya belum pernah ketemu namanya Bandar , kalau ilmunya bandarmology mungkin ada  Tapi klo tukang pompom ada byk , badut ada juga , tukang goreng saham juga ada 😁",terimakasih ilmunya selama saya trading invest di ihsg saya belum pernah ketemu namanya bandar kalau ilmunya bandarmology mungkin ada tapi klo tukang pompom ada byk badut ada juga tukang goreng saham juga ada,Negative
"Thanks bro timothy. Sehat selalu. Hati2 ""diburu"" Bandar di pasar saham",thanks bro timothy sehat selalu hati2 diburu bandar di pasar saham,Positive
"This is amazing,, Full of insights.. Thx a lot",this is amazing full of insights thx a lot,Positive
Bandar saham GOTO ya BUMN.. wkwkwk...,bandar saham goto ya bumn wkwkwk,Neutral
Kerennn bang... Edukasi nya,keren bang edukasi nya,Positive
enakan  trade saham lot kecil karena siapa sj bisa naikin harga.,enakan trade saham lot kecil karena siapa sj bisa naikin harga,Neutral
Gue lagi belajar tentang saham dan nemu konten begini . Sebelum terjun terlalu dalam memang ada baiknya gali informasi seperti ini,gue lagi belajar tentang saham dan nemu konten begini sebelum terjun terlalu dalam memang ada baiknya gali informasi seperti ini,Neutral
Bandarmoology,bandarmoology,Positive
"Kalou untuk treder saham yg baru masuk dan g mengerti analisa sebaik investasi ajah di saham"" Blue chips atau gimana mohon penjelasanya untuk para senior tks",kalou untuk treder saham yg baru masuk dan g mengerti analisa sebaik investasi ajah di saham blue chips atau gimana mohon penjelasanya untuk para senior tks,Neutral
Iya investasi aja d saham blue chip yang fundamental nya bagus... Klo d Indo kan d liat dari fundamental dan grafik nya BRI paling bagus... Kalo mau cari saham yg bagus bagus bisa kok pelajari lagi ada beberapa kok yg bagus,iya investasi aja d saham blue chip yang fundamental nya bagus klo d indo kan d liat dari fundamental dan grafik nya bri paling bagus kalo mau cari saham yg bagus bagus bisa kok pelajari lagi ada beberapa kok yg bagus,Positive
​@maulidasabila1055mau nanya kak saham itu belinya pas harganya lagi murah kah dan jualnya pas lagi naik?,nanya kak saham itu belinya pas harganya lagi murah kah dan jualnya pas lagi naik,Neutral
"Wah ngeri2 sedap niy topik, bandar2 itu ya mapia2 oligarkhih😁",wah ngeri2 sedap niy topik bandar2 itu ya mapia2 oligarkhih,Negative
Jelas,jelas,Positive
ini baru ilmu daging banget 😮 Ellen may dan Belvin mantau 😂,ini baru ilmu daging banget ellen may dan belvin mantau,Positive
wkwk,wkwk,Positive
Cts lebih gurih mah.,cts lebih gurih mah,Positive
Sangat menginspirasi 😇😇😇,sangat menginspirasi,Positive
Ilmu bandar itu kepake jg d crypto. Mantap 🙏🏻👍,ilmu bandar itu kepake jg d crypto mantap,Positive
Cara checknya? Bukanya engga ada data transaksi y di crypto,cara checknya bukanya engga ada data transaksi y di crypto,Neutral
Jadi teringat GOTO wkkwkw,jadi teringat goto wkkwkw,Positive
"Mau tanya koh, owner sebagai bandar dia insider trading pakai ktp orang lain otomatis dia terdaftar sebagai sid baru untuk dapat barang brti harus beli dulu dong dgn harga normal, ga mungkin dapat saham harga owner kan ?",mau tanya koh owner sebagai bandar dia insider trading pakai ktp orang lain otomatis dia terdaftar sebagai sid baru untuk dapat barang brti harus beli dulu dong dgn harga normal ga mungkin dapat saham harga owner kan,Negative
"Ternyata di saham jg ada *elite global* nya istilah dalam konspirasi ,",ternyata di saham jg ada elite global nya istilah dalam konspirasi,Negative
Gue bandar,gue bandar,Neutral
kalo beli saham buat long term gimana bang,kalo beli saham buat long term gimana bang,Neutral
Di bibit,di bibit,Neutral
"Daging semua isinya nih. Suka banget sama kutipan terakhir, ""mau yg dihadapi bandar atau siapapun, asal kita jago mainnya ya no problem"". Perkuat ilmu",daging semua isinya nih suka banget sama kutipan terakhir mau yg dihadapi bandar atau siapapun asal kita jago mainnya ya no problem perkuat ilmu,Positive
Brp kg dagingnya?  😂😂,brp kg dagingnya,Positive
Di Indonesia mah insider trading selalu aman dan terlindungi.. sepertinya otoritas bursa memerlukan para insider trading untuk membuat perdagangan saham selalu menarik tiap harinya..,di indonesia mah insider trading selalu aman dan terlindungi sepertinya otoritas bursa memerlukan para insider trading untuk membuat perdagangan saham selalu menarik tiap harinya,Neutral
"7 bulan sudah kelar , di kramasi bandar , cuci piring.. intinya cuman 1.. apal pola bandar .",7 bulan sudah kelar di kramasi bandar cuci piring intinya cuman 1 apal pola bandar,Neutral
udah jarang bahas crypto sekarang,udah jarang bahas crypto sekarang,Negative
tiati bang,tiati bang,Positive
Hati Hati Ko,hati hati ko,Positive
Inilah realita saham yg hrs diwaspadai dan kita sbg ritel hrs byk belajar,inilah realita saham yg hrs diwaspadai dan kita sbg ritel hrs byk belajar,Neutral
"Mending cabut dari pasar saham, inves di usaha riil.",mending cabut dari pasar saham inves di usaha riil,Neutral
@haritspratama4414 SEPAKAT,sepakat,Positive
"Ngerii ya,permainan di pasar modal Indonesia. Terkadang juga kasihan sama orang yg kena phom-phom,udh kerja buat ngumpulin uang ternyata,dirampok secara legal.",ngerii ya permainan di pasar modal indonesia terkadang juga kasihan sama orang yg kena phom phom udh kerja buat ngumpulin uang ternyata dirampok secara legal,Negative
"Eat the rich the gamestop saga bagus bang di netflux, boleh review nya bang 😁",eat the rich the gamestop saga bagus bang di netflux boleh review nya bang,Positive
wow keren ngebuka mata bgt ..,wow keren ngebuka mata bgt,Positive
Daging wagyu a10 ini 🤣🤣,daging wagyu a10 ini,Positive
kerennnnnnnnnnn   informasinya,keren informasinya,Positive
Gua save vidio lu sebelum ilang,gua save vidio lu sebelum ilang,Neutral
gass part 2!!! bang,gass part 2 bang,Positive
"Seperti kebanyakan hal di dunia ini. Termasuk agama, bisnis, dan politik.  Di dalamnya ada banyak konspirasi di belakangnya.  Dimana orang biasa tidak tau sama sekali.",seperti kebanyakan hal di dunia ini termasuk agama bisnis dan politik di dalamnya ada banyak konspirasi di belakangnya dimana orang biasa tidak tau sama sekali,Negative
betul seperti jd karyawan di suatu perusahaan org² mungkin kagum melihat kita kerja tp mereka tdk tau apa yg terjadi didalamnya. yg mereka liat cuma senyum manis. 😂😂😂,betul seperti jd karyawan di suatu perusahaan org mungkin kagum melihat kita kerja tp mereka tdk tau apa yg terjadi didalamnya yg mereka liat cuma senyum manis,Negative
@hasrulrulhas6732 Bener bro.,bener bro,Positive
"Padahal di chanel pak arga Sudah bilang berkali2 bahwa tidak ada kaitannya Analisa2 itu, Ujungnya akhirnya yg menggerakkan harga juga Bandar itu sendiri. ☺",padahal di chanel pak arga sudah bilang berkali2 bahwa tidak ada kaitannya analisa2 itu ujungnya akhirnya yg menggerakkan harga juga bandar itu sendiri,Negative
"Suuuttt,  diem bang. Ekosistem di bursa harus tetap di jaga.",sut diem bang ekosistem di bursa harus tetap di jaga,Negative
Mntap ko trs ulas agar yg baru di saham ada bekal buat trs survive,mntap ko trs ulas agar yg baru di saham ada bekal buat trs survive,Neutral
Wkwkw abis berapa bang di goto? WKWKWKWKWK,wkwkw abis berapa bang di goto wkwkwkwkwk,Positive
"Yap, memang sudah curiga tapi semakin jelas disini. Yang saham lokal aja bisa dipompom, apalagi saham luar. Memang jujur kelemahan kita sebagai trader orang luar (bukan insider trader) itu masuknya telat. Bisa jadi masuknya pas sudah dipompom tadi. Yang bisa kita lakukan hanya jeli melihat exitnya",yap memang sudah curiga tapi semakin jelas disini yang saham lokal aja bisa dipompom apalagi saham luar memang jujur kelemahan kita sebagai trader orang luar bukan insider trader itu masuknya telat bisa jadi masuknya pas sudah dipompom tadi yang bisa kita lakukan hanya jeli melihat exitnya,Negative
Gmn Ko cara minta ijin ke bandar kalau kita mau masuk dgn uang gede?,gmn ko cara minta ijin ke bandar kalau kita mau masuk dgn uang gede,Negative
Pemikirannya sama dengan channel Creative Trader....  Jelasin juga dong lu lebih pilih banyak di saham atau kripto? Alasannya kenapa,pemikirannya sama dengan channel creative trader jelasin juga dong lu lebih pilih banyak di saham atau kripto alasannya kenapa,Negative
solusinya yok part 2 !!!!,solusinya yok part 2,Neutral
Ngertii iya bnr si,ngertii iya bnr si,Negative
Di US hampir sebagian besar trader dan investor tau kalo saham itu ada market makernya atau biasa orang Indonesia disebut bandar. Walau bandar itu kurang tepat untuk dijadikan sebuah kata untuk seorang market maker. Tanpa market maker saham gak akan jalan percayalah.,di us hampir sebagian besar trader dan investor tau kalo saham itu ada market makernya atau biasa orang indonesia disebut bandar walau bandar itu kurang tepat untuk dijadikan sebuah kata untuk seorang market maker tanpa market maker saham gak akan jalan percayalah,Positive
Saham INDO di us naik gila2an ya karena ada bandar,saham indo di us naik gila2an ya karena ada bandar,Positive
@Itsmesmileyface nyopet . alias ikut arus gan jd harus tau kapan masuk kapan keluar,nyopet alias ikut arus gan jd harus tau kapan masuk kapan keluar,Negative
@KarlZ33 yoi. Ritel bukan kodratnya ngelawan bandar. Yang ada kita ikuti kepentingan mereka. Kayanya viewer cts nih.,yoi ritel bukan kodratnya ngelawan bandar yang ada kita ikuti kepentingan mereka kayanya viewer cts nih,Negative
"Halo orang yang baru melek tentang adanya market maker di saham. Gue kasi tau yah, bukan cuma di saham yang ada bandarnya, banyak di sektor lain. Bgtu pula yang lu banyak bicarakan yaitu crypto. Jd perbanyak ilmu lagi yah sebelum ngecap sana sini.",halo orang yang baru melek tentang adanya market maker di saham gue kasi tau yah bukan cuma di saham yang ada bandarnya banyak di sektor lain bgtu pula yang lu banyak bicarakan yaitu crypto jd perbanyak ilmu lagi yah sebelum ngecap sana sini,Positive
"Semua instrumen ada bandarnya, termasuk forex...siapa bandar forex ?bank sentral,dan bank2 gede seperti jpmorgan...dll",semua instrumen ada bandarnya termasuk forex siapa bandar forex bank sentral dan bank2 gede seperti jpmorgan dll,Neutral
Dari sekian bnyk videonya..baru x ini gua nga bisa komen soalnya ini realitanya membuktikan kualitas dia👍,dari sekian bnyk videonya baru x ini gua nga bisa komen soalnya ini realitanya membuktikan kualitas dia,Positive
daging ayam semua ini,daging ayam semua ini,Negative
lanjut bg,lanjut bg,Positive
tiati ilang ko,tiati ilang ko,Negative
Gua butuh part 2 koh!!! Dan solusinya tolong dibuat ko!!!,gua butuh part 2 koh dan solusinya tolong dibuat ko,Neutral
Bangke lah niatnya nonton biar tidur malah jadi seger lagi mata. Dah jam 3 pagi ini 😭,bangke lah niatnya nonton biar tidur malah jadi seger lagi mata dah jam 3 pagi ini,Negative
PART 2 Boss,part 2 boss,Neutral
Part 2 gua subscribe 2x,part 2 gua subscribe 2x,Neutral
Part 2 om,part 2 om,Positive
Careful,careful,Positive
"Mantap koh ,setuju bgt sama yg disampaikan. Video ini pasti bakal viral.",mantap koh setuju bgt sama yg disampaikan video ini pasti bakal viral,Positive
that way . chart harga itu adalah yg paling jujur 😁 but teknikal tdk bisa memprediksi apakah besok bandar mau jaga liquidty atau tdk 👁️,that way chart harga itu adalah yg paling jujur but teknikal tdk bisa memprediksi apakah besok bandar mau jaga liquidty atau tdk,Neutral
Salah. Disaham yang paling jujur itu money flow.,salah disaham yang paling jujur itu money flow,Negative
Kalo market luar negri begitu juga kah koh??,kalo market luar negri begitu juga kah koh,Negative
"terlalu banyak teori bro , itu banyak yang juara trading saham . Di ternak uang sendiri ada kan yang juara trading saham .",terlalu banyak teori bro itu banyak yang juara trading saham di ternak uang sendiri ada kan yang juara trading saham,Negative
"koh saya sangat tertarik dengan kalimat bahwa analisis tekhnikal merupakan cara bandar mengelabui, apakah di forex juga dapat berlaku?",koh saya sangat tertarik dengan kalimat bahwa analisis tekhnikal merupakan cara bandar mengelabui apakah di forex juga dapat berlaku,Positive
"Kalau logika bodo-bodoan, iya berlaku juga. Pernah lihat candle yang lonjakannya ga normal? Itu bisa jadi dipompom, entah dipompom sama bank sentral negaranya, atau investor gede macem george soros (baca Black Wednesday lebih detilnya)",kalau logika bodo bodoan iya berlaku juga pernah lihat candle yang lonjakannya ga normal itu bisa jadi dipompom entah dipompom sama bank sentral negaranya atau investor gede macem george soros baca black wednesday lebih detilnya,Negative
"Forex sangat sulit di pompom, nilai valuasi saham dengan mata uang JAUHH BANGETTT. Nilai perputaran per hari saham paling mahal di dunia aja, gak ada seujung kuku klo dibanding forex. (THATs WHY secara market gw lebih secure di forex dibanding di saham. Saham rawan digoreng)  Tapi ada hal yang sama, yaitu ada bandarnya. Yaitu OWNER dari mata uang itu. Klo di Indo rupiah ya BANK INDONESIA bandarnya. Naik turun harga rupiah karna ada kepentingan dari Indonesia.",forex sangat sulit di pompom nilai valuasi saham dengan mata uang jauhh banget nilai perputaran per hari saham paling mahal di dunia aja gak ada seujung kuku klo dibanding forex thats why secara market gw lebih secure di forex dibanding di saham saham rawan digoreng tapi ada hal yang sama yaitu ada bandarnya yaitu owner dari mata uang itu klo di indo rupiah ya bank indonesia bandarnya naik turun harga rupiah karna ada kepentingan dari indonesia,Negative
"@angelodamanik2389 sepemikiran om, lebih ke makroekonomi kan?",sepemikiran om lebih ke makroekonomi kan,Negative
"sahamkan lebih ke value perusahaan, sedangkan forex ke balue negara. nah kalau pompom emas keknya ga ngotak deh",sahamkan lebih ke value perusahaan sedangkan forex ke balue negara nah kalau pompom emas keknya ga ngotak deh,Neutral
"@idhamkhalid4315 scalping m1 juga banyak GAP wkwwk🤣🤣,",scalping m1 juga banyak gap wkwwk,Negative
Keren ulasan dan penjelasan bandar saham di iNdonesia.. gmn dgn saham luar negeri Bro ? Bisa di ulas jg kah,keren ulasan dan penjelasan bandar saham di indonesia gmn dgn saham luar negeri bro bisa di ulas jg kah,Neutral
Jam segini malah mata gw jadi seger banget. Mantap bro,jam segini malah mata gw jadi seger banget mantap bro,Positive
"Kurang ajar lu bang, Daging wagyu A5 semua ini👍👍👍",kurang ajar lu bang daging wagyu a5 semua ini,Negative
Dengan menonton video ini saya yakin sekarang saya mau keluar di pasar modal,dengan menonton video ini saya yakin sekarang saya mau keluar di pasar modal,Positive
Damn! Nice content bro  Keren... Beneran keren,damn nice content bro keren beneran keren,Positive
Kalo bearish market semuamua rugi ! retail bandar gak pandang bulu. bandar rugi gede banget pastinya bahkan bisa bangkrut. Do Kwon (LUNA) / SBF (FTX) contohnya .,kalo bearish market semuamua rugi retail bandar gak pandang bulu bandar rugi gede banget pastinya bahkan bisa bangkrut do kwon luna sbf ftx contohnya,Negative
"Thanks bro, konten lo bermanfaat",thanks bro konten lo bermanfaat,Positive
